Lieferant;Name des Lieferanten;Straße;Lnd;PLZ;Ort;Gruppe;Suchbegriff;S;SF;LöVm;CPD-Konto;EkOr;Bezeichnung;ZBed;IncTm;Inco. 2;S_1;L;MindWert;Währ.;Verkäufer;Telefon;EkOr_2;Anzahl
12215;Anton Paar Germany GmbH;Hellmuth-Hirth-Straße 6;DE;73760;Ostfildern;1;ANTON;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
12255;WISAG Gebäude- und Industrie-;Imhoffstr. 36-42;DE;30853;Langenhagen;1;WISAG;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
12262;F&F Seven Steps GmbH & Co. KG;Holmer Weg 10;DE;23730;Neustadt in Holstein;1;NICHT BENU;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
12274;HB Präsentationssysteme oHG;Ostermooringer Strasse 6;DE;25899;Niebüll;1;HB;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
12303;Greif Packaging Germany GmbH;Dieselstr. 4-6;DE;50859;Köln;1;GREIF;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
12318;Synres B.V.;Slachthuisweg 30;NL;3151;XN Hoek van Holland;1;SYNRES;;;;;1000;Zentraleinkauf;39;FH;;;;0;EUR;;;;1
12328;Griffbereit-Vertrieb Brigitte Heesc;Graf-Toerring-Straße 19;DE;82229;Hechendorf;1;GRIFFBEREI;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
12339;Keyence Deutschland GmbH;Siemensstraße 1;DE;63263;Neu-Isenburg;1;KEYENCE;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
12344;A & N & A GmbH und Co. KG;Benzstrasse;DE;35799;Merenberg;1;A & N & A;;;;;1000;Zentraleinkauf;33;DDP;;;;0;EUR;;;;1
12358;Servo Packaging;Halberstädter Str. 19;DE;39435;Egeln;1;SERVO;;;;;1000;Zentraleinkauf;22;EXW;;;;0;EUR;;;;1
12371;Burger Hub- und Transportmittel Gmb;Junostraße 30;DE;35745;Herborn;1;BURGER;;;;;1000;Zentraleinkauf;1;EXW;;;;0;EUR;;;;1
12409;MEDIADRUCKWERK Gruppe GmbH;Rondenbarg 6;DE;22525;Hamburg;1;MEDIA;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;Julia Strauch;;;1
12412;Asmetec GmbH;Robert-Bosch-Str. 3;DE;67292;Kirchheimbolanden;1;ASMETEC;;;;;1000;Zentraleinkauf;1;EXW;;;;0;EUR;;;;1
12423;SAXOPRINT GmbH;Enderstr. 92c;DE;1277;Dresden;1;SAXOPRINT;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
12431;Hummel Systemhaus GmbH;In den Gernäckern 13;DE;72636;Frickenhausen-Linsenhofen;1;HUMMEL;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
12439;Lanxess Distribution GmbH;Kaiser-Wilhelm-Allee 40;DE;51373;Leverkusen;1;LANXESS;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
12441;MEDIADRUCKWERK Gruppe GmbH;Rondenbarg 6;DE;22505;Hamburg;1;MEDIADRUCK;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;Julia Strauch;;;1
12451;Scherauer Hof;Schrau 4;DE;91227;Leinburg;1;SCHERAUER;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
12457;THÜMA Maschinenbau;Pfarrstr. 8;DE;99867;Gotha;1;THÜMA;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
12465;DD Profishop;Tempelmannsweg 8;DE;46325;Borken;1;DD PROFISH;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
12467;Stein HGS GmbH;Beckedorfer Bogen 15;DE;21218;Seevetal;1;STEIN;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
12480;LANXESS Deutschland GmbH;Kennedyplatz 1;DE;50569;Köln;1;LANXESS;;;;;1000;Zentraleinkauf;39;DDP;Hamburg;;;0;EUR;;;;1
12481;MAKRO Handels-GmbH u. Co. KG;Am Brookhafen 12;DE;25524;Itzehoe;1;MAKRO;;;;;1000;Zentraleinkauf;177;EXW;;;;0;EUR;;;;1
12516;Protigo GmbH;Schlosserstr. 15;DE;42899;Remscheid;1;PROTIGO;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
12531;Inwerk GmbH;Krefelder Str. 78-82;DE;40670;Meerbusch;1;INWERK;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
12563;Bütema AG;Steinbeisstrasse 7;DE;74321;Bietigheim-Bissingen;1;BÜTEMA;;;;;1000;Zentraleinkauf;90;DDP;;;;0;EUR;;;;1
12568;AUER GmbH;Am Kroit 25/27;DE;83123;Amerang;1;AUER;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
12569;FTB - Filtertechnik Brockmann;Robert-Bosch-Straße 19;DE;97209;Veitshöchheim;1;FTB;;;;;1000;Zentraleinkauf;1;FH;ab 350 € netto, < + 12,50 €;;;0;EUR;;;;1
12573;Zehntner GmbH Testing Instruments;Gewerbestrasse 4;CH;4450;Sissach;1;ZEHNTNER;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
12594;Peint Pro GmbH;Industriestr. 34a;DE;91207;Lauf;1;PEINT;;;;;1000;Zentraleinkauf;31;UN;;;;0;EUR;;;;1
12615;Sumbel GmbH;Carl-Stockinger-Str. 5;DE;28197;Bremen;1;SUMBEL;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
12619;Pütz GmbH + Co. Folien KG;Obere Waldstraße 26+26a;DE;65232;Taunusstein-Wehen;1;PÜTZ;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
12625;S CON Logistics GmbH;Bei Schuldts Stift 3;DE;20355;Hamburg;1;CON;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
12642;Bochem Instrumente GmbH;Industriestr. 3;DE;35781;Weilburg;1;BOCHEM;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
12643;Contorion GmbH;Friedrichstraße 224;DE;10969;Berlin;1;CONTORION;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
12648;MCC Menssing Chemiehandel &;Dorotheenstr. 48;DE;22301;Hamburg;1;MCC;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
12655;XXX BYK-Gardner GmbH;Lausitzer Str 8;DE;82538;GERETSRIED;1;BYK;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
12661;Carl Jöhnk KG;Georg-Wilhelm-Str. 327;DE;21107;Hamburg;1;JÖHNK;;;;;1000;Zentraleinkauf;200;EXW;;;;0;EUR;;;;1
12732;Hellermann Tyton GmbH;Großer Moorweg 45;DE;25436;Tornesch;1;HELLERMANN;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
12736;Wanzl Metallwarenfabrik GmbH;Rudolf-Wanzl-Straße 4;DE;89340;Leipheim;1;WANZL;;;;;1000;Zentraleinkauf;31;EXW;;;;0;EUR;;;;1
12745;Proteus Lift GmbH;Küferstraße 17;DE;59067;Hamm;1;PROTEUS;;;;;1000;Zentraleinkauf;67;EXW;;;;0;EUR;;;;1
12779;Promotion4u;Ahornstr. 25;DE;89312;Günzburg;1;PROMOTION;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
12800;Dymax Europe GmbH;Kasteler Str. 45;DE;65203;Wiesbaden;1;DYMAX;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
12813;ibW Rührwerkstechnik GmbH;Ferdinand-Porsche-Str. 36;DE;75382;Althengstett;1;IBW;;;;;1000;Zentraleinkauf;4;DDP;;;;0;EUR;;;;1
12836;C3 Prozess- und Analysetechnik GmbH;Peter-Henlein-Straße 20;DE;85540;Haar b. München;1;PROZESS;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
12851;PSÖ Paletten GmbH;Im Schwöllbogen 14;DE;72581;Dettingen;1;ÖZDEMIR;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
12852;Müller GmbH;Industrieweg 5;DE;79618;Rheinfelden;1;MÜLLER GMB;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
12853;INDUTAINER GmbH;Am Eggenkamp 13;DE;48268;Greven;1;INDUTAINER;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
12861;Omega Engineering GmbH;Daimlerstraße 26;DE;75392;Deckenpfronn;1;OMEGA;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
12867;überschreiben;;SG;;;1;ÜBERSCHREI;;;;;1000;Zentraleinkauf;39;FOB;a;;;0;EUR;;;;1
12868;Fitzner GmbH & Co. KG;Schillerstraße 53;DE;32361;Oldendorf;1;FITZNER;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
12884;Evonik Industries de México, S.A de;Calzada México-Xochimilco, 5149-Bis;MX;14610;Ciudad de México;1;EVONIK MEX;;;;;1000;Zentraleinkauf;34;DAP;;X;;0;USD;;;;1
12890;Bühler GmbH - Grinding and Dispersi;Siemensstr. 88;DE;63755;Alzenau;1;BÜHLER GMB;;1;;;1000;Zentraleinkauf;39;FCA;Uzwil;;;0;EUR;;;;1
12938;Sasol Germany GmbH;Anckelmannsplatz 1;DE;20537;Hamburg;1;SASOL;;;;;1000;Zentraleinkauf;39;CPT;Hamburg;;;0;EUR;;;;1
12941;AMETEK GmbH;Rudolf-Diesel-Straße 16;DE;40670;Meerbusch;1;AMETEK;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
12942;Lechler GmbH;Ulmer Straße 128;DE;72555;Metzingen;1;LECHLER;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
12962;SI Scientific Instruments GmbH;Grabenstr. 35;DE;12209;Berlin;1;SCIENTIFIC;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
12963;Cal-West Specialty Coatings, Inc.;1058 W. Evelyn Avenue, Suite 10 A;US;94086;Sunnyvale;1;CAL-WEST;;;;;1000;Zentraleinkauf;33;DAP;Hamburg;;;0;USD;;;;1
12973;Willenbrock Fördertechnik;Senator-Bömers-Straße 1;DE;28197;Bremen;1;WILLENBROC;;;;;1000;Zentraleinkauf;200;EXW;;;;0;EUR;;;;1
12975;PURIMA GmbH & Co. KG;Südstr. 4;DE;32457;Porta Westfalica;1;PURIMA;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
12991;xxx Greif UK LTD;Oilsites Road;GB;CH654EZ;Ellesmere Port;1;(L) GREIF;X;99;;;1000;Zentraleinkauf;22;EXW;;;;0;GBP;;;;1
13014;Amistec GmbH & Co KG;Leitweg 23;AT;6345;Kössen;1;AMISTEC;;;;;1000;Zentraleinkauf;67;EXW;;;;0;EUR;;;;1
13021;viastore systems GmbH;Magirusstraße 13;DE;70469;Stuttgart;1;VIASTORE;;;;;1000;Zentraleinkauf;67;EXW;;;;0;EUR;;;;1
13030;Hillmann & Geitz;Borgwardstraße 21;DE;28279;Bremen;1;HILLMANN;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
13051;UV-Tec Messtechnik GmbH;An den Weihern 49;DE;51467;Bergisch Gladbach;1;UV-TEC;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
13055;Färber & Schmid GmbH;Asangstraße 132;DE;70329;Stuttgart;1;FÄRBER;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
13080;Peter Jensen GmbH;Borgfelder Straße 19;DE;20537;Hamburg;1;JENSEN;;;;;1000;Zentraleinkauf;31;EXW;;;;0;EUR;;;;1
13085;BorsodChem Zrt;Bolyai ter 1.;HU;3700;Kazincbarcika;1;BORSODCHEM;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
13097;Festo Vertrieb GmbH & Co. KG;Festo Campus 1;DE;73734;Esslingen;1;FESTO VERT;;;;;1000;Zentraleinkauf;1;EXW;Hamburg;;;0;EUR;;;;1
13141;FERMAC s.r.l. con sucio unico;Via La Spezia 162/A;IT;43126;Parma;1;FERMAC;;;;;1000;Zentraleinkauf;67;CPT;Hamburg;;;0;EUR;;;;1
13142;R. Langenbrinck GmbH;Im Hausgrün 13;DE;79312;Emmendingen;1;LANGENBRIN;;;;;1000;Zentraleinkauf;31;DDP;ab 100 €;;;0;EUR;;;;1
13156;Dinol GmbH;Pyrmonter Str. 76;DE;32676;Lügde;1;DINOL;;;;;1000;Zentraleinkauf;39;DAP;Hamburg;;;0;EUR;;;;1
13171;Synthopol Chemie Dr. rer. pol. Koch;Alter Postweg 35;DE;21614;Buxtehude;1;SYNTHOPOL;;;;;1000;Zentraleinkauf;31;DAP;;X;;0;USD;;;;1
13176;Emil Baltzer GmbH;Marlowring 17;DE;22525;Hamburg;1;BALTZER;;;;;1000;Zentraleinkauf;4;;;;;0;EUR;;;;1
13200;INORON GmbH;Sieferhoferstr. 14;DE;53809;Ruppichteroth;1;INORON;;;;;1000;Zentraleinkauf;;EXW;;;;0;EUR;;;;1
13201;SM Metallbau;Rudolf-Diesel-Straße 10;DE;27383;Scheeßel;1;SM;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
13241;Aug. Dönitz Verpackungen GmbH;Industriestraße 8;DE;27383;Scheeßel;1;DÖNITZ;;;;;1000;Zentraleinkauf;4;;;;;0;EUR;;;;1
13268;Wache GmbH;Hutmacherring 32-36;DE;23556;Lübeck;1;WACHE;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
13276;B&B Autoservice Lauenburg GmbH;Niedersachsenstr. 1;DE;21481;Lauenburg;1;B&B;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
13300;LABC-Labortechnik;Josef-Dietzgen-Straße 1;DE;53773;Hennef;1;LABC;;;;;1000;Zentraleinkauf;22;DDP;;;;0;EUR;;;;1
13358;POMPL direkt e.K.;Industriestrasse 46;DE;91233;Neunkirchen a. S.;1;POMPL;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
13360;Budenheim Ibérica S.L.U.;Extramuros;ES;50784;La Zaida;1;BUDENHEIM;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
13377;Roscheba Namensschlider GmbH;Boschstraße 8;DE;76287;Rheinstetten;1;ROSCHEBA;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
13421;mateco GmbH;Bottroper Straße 16;DE;70376;Stuttgart;1;MATECO;;;;;1000;Zentraleinkauf;93;DDP;;;;0;EUR;;;;1
13429;Elcometer;6900 Miller Dr;US;48092;Warren, MI;1;ELCOMETER;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
13437;Stacon GmbH & Co. KG;Ohle Kamp 1;DE;21684;Stade-Wiepenkathen;1;STACON;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
13439;AVG Abfall-Verwertungs-Gesellschaft;Borsigstrasse 2;DE;22113;Hamburg;1;AVG;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
13456;Essentra Components GmbH;Herrenpfad Süd 36;DE;41334;Nettetal;1;ESSENTRA;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
13486;Jörg Michels;Meisenstrasse 47;DE;47228;Duisburg;1;MICHELS;;;;;1000;Zentraleinkauf;67;EXW;Duisburg;;;0;EUR;;;;1
13517;GEMÜ Gebr. Müller Apparatebau GmbH;Fritz-Müller-Straße 6-8;DE;74653;Ingelfingen-Criesbach;1;GEMÜ;;;;;1000;Zentraleinkauf;4;DDP;;;;0;EUR;;;;1
13529;XXXXKastens & Knauer GmbH &Co.;Blankeneser Chaussee 175;DE;22869;Schenefeld;1;KASTENS;;;;;1000;Zentraleinkauf;198;UN;;;;0;EUR;;;;1
13532;Honeywell Specialty Chemicals;Wunstorfer Strasse 40;DE;30926;Seelze;1;HONEYWELL;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
13566;Kliewe GmbH;Flagentwiet 42;DE;22457;Hamburg;1;KLIEWE;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
13603;ServoPack Haftetiketten GmbH;Edewechter Str. 15;DE;26160;Bad Zwischenahn;1;SERVOPACK;;;;;1000;Zentraleinkauf;198;DDP;;;;0;EUR;;;;1
13615;Evonik Operations GmbH;Paul-Baumann-Str. 1;DE;45772;Marl;1;EVONIK;;;;;1000;Zentraleinkauf;39;CIP;Hamburg;;;0;EUR;;;;1
13632;Biesterfeld Büromöbel GmbH;Brookdamm 17-19;DE;21217;Seevetal/Meckelfeld;1;BIESTERFEL;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
13650;Innotech;Schönbornstr. 8b;DE;69242;Rettigheim-Mühlhausen;1;INNOTECH;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
13740;Laborhandel24 GmbH;Frankenplatz 9;DE;97877;Wertheim;1;LABORHANDE;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
13765;TECHNIGRAF GmbH;Auf der Struth 4;DE;61279;Grävenwiesbach;1;TECHNIGRAF;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
13771;ARA Arbeitsschutz;Landshuter Str. 12;DE;84051;Essenbach;1;ARA;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
13821;Binks U.K. Ltd;Ringwood Road;GB;BH11 9LH;Bournemouth Dorset;1;BINKS U.K.;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
13825;xxxCovestro Belgien (nur Warenliefe;;BE;;;1;(L) COVEST;X;2;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
13850;Waterlogic GmbH;Kleinsachsenheimer Str. 26/1;DE;74321;Bletigheim-Bissingen;1;WATER;;;;;1000;Zentraleinkauf;1;EXW;;;;0;EUR;;;;1
13851;Helmut Fischer GmbH Institut für;Industriestraße 21;DE;71069;Sindelfingen;1;FISCHER;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
13858;büroshop24 GmbH;Anna-Birle-Straße 3;DE;55252;Mainz-Kastel;1;BÜROSHOP24;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
13896;GIEBEL FilTec GmbH;Carl-Zeiss-Str. 5;DE;74626;Bretzfeld-Schwabbach;1;GIEBEL;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
13902;WKM Wärmeprozess- und Klimaprüftech;Im Bulloh 30-32;DE;29331;Lachendorf;1;WKM;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
13921;IPV Industrie-Pumpen Vertriebs GmbH;Bosewitzer Straße 20;DE;1259;Dresden;1;IPV;;;;;1000;Zentraleinkauf;50;DDP;;;;0;EUR;;;;1
13925;DPG Deutsche Elektro Prüfgesellscha;Gottlieb-Daimler-Str. 12;DE;68165;Mannheim;1;DPG;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
13945;XaarJet Limited;Milton Road;GB;CB4 0XR;Cambridge;1;XAAR;;;;;1000;Zentraleinkauf;;;;;;0;GBP;;;;1
13979;Lascar Electronics Ltd;Module House, Whiteparish;GB;S95 2SJ;Salisbury, Wiltshire;1;LASCAR;;;;;1000;Zentraleinkauf;1;DDP;;;;0;GBP;;;;1
14002;IfO Institut für Oberflächentechnik;Alexander-von-Humboldt-Straße 19;DE;73529;Schwäb. Gmünd;1;IFO;;;;;1000;Zentraleinkauf;205;;;;;0;EUR;;;;1
14006;Kred. 93471 verwenden;Helmholtzstr. 2-9;DE;10587;Berlin (Charlottenburg);1;DISPERLUX;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14018;Hauschild Kälte-Klima-Elektrotechni;Im Weddern 27;DE;23858;Reinfeld;1;HAUSCHILD;;;;;1000;Zentraleinkauf;67;DAP;;;;0;EUR;;;;1
14023;Hyperion Hotel Hamburg;Amsinckstrasse 39;DE;20097;Hamburg;1;HYPERION;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14080;Ahrensburger Glasbau GmbH;Am Hopfenbach 1;DE;22926;Ahrensburg;1;AHRENSBURG;;;;;1000;Zentraleinkauf;93;;;;;0;EUR;;;;1
14085;WBG Getränke Service GmbH & Co. KG;Dratelnstraße 31;DE;21109;Hamburg;1;WBG;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14090;Makra Chemie GmbH;Gewerbering 5;DE;9337;Hohenstein-Ernstthal;1;MAKRA;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
14095;HELLER;Haupstraße 56;DE;79288;Gottenheim;1;HELLER;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
14115;Wägetechnik-Nord GmbH;Küstriner Str. 1;DE;25551;Hohenlockstedt;1;WÄGETECHNI;;;;;1000;Zentraleinkauf;1;DDP;zzgl. Montage + Kalibrierung;;;0;EUR;;;;1
14130;B.H. Mayer's IdentitySign GmbH;Steubenstraße 21;DE;75172;Pforzheim;1;MAYER;;;;;1000;Zentraleinkauf;198;UN;;;;0;EUR;Elke Telwest;07231-923123;;1
14163;KSL staubtechnik gmbh;Westendstr 11;DE;89415;Lauingen;1;KSL;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
14211;Heimer Lackieranlagen und Industrie;Gildemeisterstraße 131;DE;33689;Bielefeld;1;HEIMER;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
14228;Impag AG;Räffelstr. 12;CH;8045;Zürich;1;IMPAG;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
14300;GS Goodstore Germany GmbH;Hauptstraße 86a;DE;51143;Köln;1;GOODSTORE;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
14305;EHV Empter;Marie-Curie-Str. 13b;DE;61194;Niddatal;1;EHV;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
14319;Dellmeco GmbH;Industriestr.-West 1;DE;63808;Halbach;1;DELLMECO;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
14346;KISTENPFENNIG AG;Großmoorkehre 1-3;DE;21079;Hamburg;1;KISTENPFEN;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
14382;Amazon Business EU Sarl;Marcel-Breuer-Str. 12;DE;80807;München;1;AMAZON;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14413;Tristan Einrichtungs GmbH;Mexikoring 27-29;DE;22297;Hamburg;1;WÄSCHEREI;;;;;1000;Zentraleinkauf;33;DDP;;;;0;EUR;Herr Heinen;040-271507170;;1
14437;Konica Minolta Sensing Europe B.V.;Werner-Eckert-Str. 2;DE;81829;Muenchen;1;KONICA MIN;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14447;AquaDuna GmbH & Co. KG;Ferd.-v.-Steinbeis-Ring 31;DE;75447;Sternenfels;1;AQUADUNA;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14460;Pfinder KG;Rudolf-Diesel-Straße 14;DE;71032;Böblingen;1;PFINDER;;;;;1000;Zentraleinkauf;31;DAP;Hamburg;;;0;EUR;;;;1
14559;HLS Oberflächen – und Lufttechnik;Gildemeisterstraße 131;DE;33689;Bielefeld;1;HLS;;;;;1000;Zentraleinkauf;90;DAP;;;;0;EUR;;;;1
14604;Manutan GmbH;Basler Straße 115;DE;79115;Freiburg;1;MANUTAN;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14610;TOKO Etikettier- und Drucksysteme;Helmholtzstraße 7;DE;64711;Erbach;1;TOKO;;;;;1000;Zentraleinkauf;198;DDP;;;;0;EUR;;;;1
14617;PHILmed Gesundheit GmbH;Göschwitzer Straße 50;DE;7745;Jena;1;PHIL;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
14618;MWM Automation GmbH;Daimlerring 57;DE;31135;Hildesheim;1;MWM;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
14619;Matsuo Sangyo Co. Ltd.;Hommachi, Chuo-Ku 3-5-7;JP;541-0053;Osaka;1;MATSUO SAN;;;;;1000;Zentraleinkauf;39;DDU;Hamburg;;;0;USD;;;;1
14621;Titania, Ensayos y Proyectos Ind. S;;ES;11500;El Puerto de Santa Maria;1;TITANIA;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14663;Wistoba Pinselfabrik Wilhelm Stollb;Karl-Schmidt-Straße 4;DE;37431;Bad Lauterberg;1;WISTOBA;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
14697;Habat GmbH;Gutenbergring 21a;DE;22848;Norderstedt;1;HABAT;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14706;Schuller Eh`klar GmbH;Terminal Straße Mitte 18;DE;85356;München Flughafen;1;SCHULLER;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
14713;Vencorex France SAS;196 allée Alexandre Borodine;FR;69800;Lyon Saint Priest;1;VENCOREX;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
14744;Fritz Barthel Amaturen GmbH & Co. K;Schnackenburgallee 16;DE;22525;Hamburg;1;FRITZ BART;;;;;1000;Zentraleinkauf;1;DAP;;;;0;EUR;;;;1
14760;R&D Test A/S;Delta 4;DK;8382;Hinnerup;1;R&D;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
14811;Borrmannplus Verpackungen;Werner-von-Siemens-Str. 21;DE;28816;Stuhr;1;BORRMANN;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
14858;Lau GmbH;Hönnetalstraße 181;DE;58675;Hemer;1;LAU;;;;;1000;Zentraleinkauf;198;;;;;0;EUR;;;;1
14901;Full Lab Automation GmbH;Riedstraße 25;DE;73760;Ostfildern;1;SYNTEGON/F;;;;;1000;Zentraleinkauf;90;EXW;;;;0;EUR;;;;1
14918;Ebinger Waagenbau GmbH;Obere Riedwiesen 15-19;DE;74427;Fichtenberg;1;EBINGER;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
14919;Hoffmann Group GmbH;Herbert-Ludwig-Str.4;DE;28832;Achim;1;HOFFMANN;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14920;Füll Lab Automation GmbH;Riedstrasse 25;DE;73760;Ostfildern;1;FÜLL;;;;;1000;Zentraleinkauf;90;DAP;;;;0;EUR;;;;1
14928;Kuhn & Witte Buchholz GmbH & Co. KG;Lüneburger Straße 9;DE;21244;Buchholz i.d. Nordheide;1;KUHN;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
14948;AQUAPET;Zum Mühlgraben 14a;DE;68642;Bürstadt;1;AQUAPET;;;;;1000;Zentraleinkauf;33;;;;;0;EUR;;;;1
14970;Mercur Handel GmbH;Schinkelstraße 44a;DE;40211;Düsseldorf;1;MERCUR;;;;;1000;Zentraleinkauf;39;CPT;Niederlassung;;;0;EUR;;;;1
14981;ZS Palettenservice GmbH;Alte Weberei 10-20;DE;73266;Bissingen an der Teck;1;ZS;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
15019;Koch + Schröder GmbH;Habichtweg 4;DE;41468;Neuss;1;KOCH;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
15044;Celonis SE;Theresienstr. 6;DE;80333;München;1;CELONIS;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
